chrII	9961	10551	-1	YBL107C	MIX23
chrII	10847	13879	-1	YBL106C	SRO77
chrII	14241	17696	-1	YBL105C	PKC1
chrII	18177	21293	-1	YBL104C	SEA4
chrII	22076	23536	-1	YBL103C	RTG3
chrII	24098	24745	1	YBL102W	SFT2
chrII	24946	28299	-1	YBL101C	ECM21
chrII	37053	38690	1	YBL099W	ATP1
chrII	39145	40527	1	YBL098W	BNA4
chrII	40831	43095	1	YBL097W	BRN1
chrII	44256	44918	-1	YBL093C	ROX3
chrII	45978	46370	1	YBL092W	RPL32
chrII	46565	47180	-1	YBL091C-A	SCS22
chrII	47363	48628	-1	YBL091C	MAP2
chrII	48825	49358	1	YBL090W	MRP21
chrII	49574	50953	1	YBL089W	AVT5
chrII	51019	59382	-1	YBL088C	TEL1
chrII	59822	60739	-1	YBL087C	RPL23A
chrII	63876	66818	1	YBL085W	BOI1
chrII	67169	69445	-1	YBL084C	CDC27
chrII	69751	71127	-1	YBL082C	ALG3
chrII	73070	74695	-1	YBL080C	PET112
chrII	75259	79767	1	YBL079W	NUP170
chrII	80378	80731	-1	YBL078C	ATG8
chrII	81043	84261	-1	YBL076C	ILS1
chrII	84499	86448	-1	YBL075C	SSA3
chrII	86722	87789	-1	YBL074C	AAR2
chrII	88523	89125	-1	YBL072C	RPS8A
chrII	89978	90226	1	YBL071W-A	KTI11
chrII	90741	92030	1	YBL069W	AST1
chrII	92414	93394	1	YBL068W	PRS4
chrII	93639	95882	-1	YBL067C	UBP13
chrII	96669	100115	-1	YBL066C	SEF1
chrII	100371	101156	-1	YBL064C	PRX1
chrII	101886	105221	1	YBL063W	KIP1
chrII	105316	107406	-1	YBL061C	SKT5
chrII	107932	109995	1	YBL060W	YEL1
chrII	110125	110539	-1	YBL059C-A	CMC2
chrII	111437	112708	1	YBL058W	SHP1
chrII	112801	113427	-1	YBL057C	PTH2
chrII	113762	115168	1	YBL056W	PTC3
chrII	115573	116829	-1	YBL055C
chrII	117589	119166	1	YBL054W	TOD6
chrII	119379	121874	-1	YBL052C	SAS3
chrII	122753	124759	-1	YBL051C	PIN4
chrII	125125	126119	1	YBL050W	SEC17
chrII	126828	127244	1	YBL049W	MOH1
chrII	127895	132040	-1	YBL047C	EDE1
chrII	132424	133749	1	YBL046W	PSY4
chrII	134143	135516	-1	YBL045C	COR1
chrII	136688	137461	1	YBL043W	ECM13
chrII	138341	140260	-1	YBL042C	FUI1
chrII	141247	141972	1	YBL041W	PRE7
chrII	142112	142868	-1	YBL040C	ERD2
chrII	143989	145728	-1	YBL039C	URA7
chrII	146187	146885	1	YBL038W	MRPL16
chrII	147209	150286	1	YBL037W	APL3
chrII	150447	151220	-1	YBL036C
chrII	151493	153610	-1	YBL035C	POL12
chrII	153848	158389	-1	YBL034C	STU1
chrII	158656	159693	-1	YBL033C	RIB1
chrII	160184	161329	1	YBL032W	HEK2
chrII	161699	162715	1	YBL031W	SHE1
chrII	163041	163997	-1	YBL030C	PET9
chrII	164488	164772	-1	YBL029C-A
chrII	167518	167838	-1	YBL028C
chrII	168423	169376	1	YBL027W	RPL19B
chrII	170623	171038	1	YBL026W	LSM2
chrII	171481	171918	1	YBL025W	RRN10
chrII	172534	174588	1	YBL024W	NCL1
chrII	174920	177526	-1	YBL023C	MCM2
chrII	177874	181275	-1	YBL022C	PIM1
chrII	181660	182094	-1	YBL021C	HAP3
chrII	182401	184125	1	YBL020W	RFT1
chrII	184353	185915	1	YBL019W	APN2
chrII	185998	186474	-1	YBL018C	POP8
chrII	186844	191583	-1	YBL017C	PEP1
chrII	192451	193512	1	YBL016W	FUS3
chrII	194122	195702	1	YBL015W	ACH1
chrII	199064	201748	-1	YBL014C	RRN6
chrII	202056	203261	1	YBL013W	FMT1
chrII	203538	205817	1	YBL011W	SCT1
chrII	207194	209224	1	YBL009W	ALK2
chrII	209653	212175	1	YBL008W	HIR1
chrII	212632	216366	-1	YBL007C	SLA1
chrII	216587	217129	-1	YBL006C	LDB7
chrII	217470	220400	1	YBL005W	PDR3
chrII	227636	235117	1	YBL004W	UTP20
chrII	235394	235792	-1	YBL003C	HTA2
chrII	236492	236887	1	YBL002W	HTB2
chrII	237153	237467	-1	YBL001C	ECM15
chrII	238941	241283	-1	YBR001C	NTH2
chrII	241708	242568	-1	YBR002C	RER2
chrII	242809	244230	1	YBR003W	COQ1
chrII	244366	245667	-1	YBR004C	GPI18
chrII	245906	246547	1	YBR005W	RCR1
chrII	247010	248503	1	YBR006W	UGA2
chrII	248806	251016	-1	YBR007C	DSF2
chrII	252563	254209	-1	YBR008C	FLR1
chrII	255373	255684	-1	YBR009C	HHF1
chrII	256331	256741	1	YBR010W	HHT1
chrII	257112	257975	-1	YBR011C	IPP1
chrII	266725	267336	-1	YBR014C	GRX7
chrII	267710	269503	-1	YBR015C	MNN2
chrII	270247	270633	1	YBR016W
chrII	270947	273703	-1	YBR017C	KAP104
chrII	274427	275527	-1	YBR018C	GAL7
chrII	276253	278352	-1	YBR019C	GAL10
chrII	279021	280607	1	YBR020W	GAL1
chrII	281443	283344	1	YBR021W	FUR4
chrII	283738	284271	1	YBR022W	POA1
chrII	284428	287925	-1	YBR023C	CHS3
chrII	289445	290350	1	YBR024W	SCO2
chrII	290681	291865	-1	YBR025C	OLA1
chrII	292877	294019	-1	YBR026C	ETR1
chrII	294425	296002	-1	YBR028C	YPK3
chrII	296369	297742	-1	YBR029C	CDS1
chrII	298292	299950	1	YBR030W	RKM3
chrII	300166	301254	1	YBR031W	RPL4A
chrII	304930	305976	-1	YBR034C	HMT1
chrII	306269	306955	-1	YBR035C	PDX3
chrII	309081	310313	-1	YBR036C	CSG2
chrII	310565	311452	-1	YBR037C	SCO1
chrII	311898	314789	1	YBR038W	CHS2
chrII	315575	316510	1	YBR039W	ATP3
chrII	316968	317864	1	YBR040W	FIG1
chrII	318266	320275	1	YBR041W	FAT1
chrII	320416	321609	-1	YBR042C	CST26
chrII	321876	323945	-1	YBR043C	QDR3
chrII	324341	326059	-1	YBR044C	TCM62
chrII	328173	330092	-1	YBR045C	GIP1
chrII	330507	331511	-1	YBR046C	ZTA1
chrII	332831	333812	1	YBR048W	RPS11B
chrII	334386	336818	-1	YBR049C	REB1
chrII	337183	338199	-1	YBR050C	REG2
chrII	338720	339352	-1	YBR052C	RFS1
chrII	343101	344135	1	YBR054W	YRO2
chrII	344602	347301	-1	YBR055C	PRP6
chrII	347879	349384	1	YBR056W
chrII	352193	353293	-1	YBR057C	MUM2
chrII	353672	356017	-1	YBR058C	UBP14
chrII	356324	356566	-1	YBR058C-A	TSC3
chrII	356861	360187	-1	YBR059C	AKL1
chrII	360652	362514	-1	YBR060C	ORC2
chrII	364787	365719	-1	YBR061C	TRM7
chrII	368584	369678	-1	YBR065C	ECM2
chrII	370037	370699	-1	YBR066C	NRG2
chrII	372103	372735	-1	YBR067C	TIP1
chrII	373861	375690	-1	YBR068C	BAP2
chrII	376574	378433	-1	YBR069C	TAT1
chrII	379221	379934	-1	YBR070C	ALG14
chrII	380411	381046	1	YBR071W
chrII	382030	382674	1	YBR072W	HSP26
chrII	383112	385988	1	YBR073W	RDH54
chrII	386286	389216	1	YBR074W	PFF1
chrII	390227	391291	1	YBR076W	ECM8
chrII	391805	392293	-1	YBR077C	SLM4
chrII	393123	394742	1	YBR078W	ECM33
chrII	395383	398277	-1	YBR079C	RPG1
chrII	398614	400890	-1	YBR080C	SEC18
chrII	401253	405251	-1	YBR081C	SPT7
chrII	406628	407169	-1	YBR082C	UBC4
chrII	409169	410629	1	YBR083W	TEC1
chrII	411054	413981	1	YBR084W	MIS1
chrII	414186	415261	-1	YBR084C-A	RPL19A
chrII	415983	416906	1	YBR085W	AAC3
chrII	418907	419164	-1	YBR085C-A
chrII	420201	423041	-1	YBR086C	IST2
chrII	423765	424829	1	YBR087W	RFC5
chrII	424990	425766	-1	YBR088C	POL30
chrII	426190	426489	-1	YBR089C-A	NHP6B
chrII	427155	427484	-1	YBR091C	TIM12
chrII	427698	429101	-1	YBR092C	PHO3
chrII	429548	430951	-1	YBR093C	PHO5
chrII	432036	434297	1	YBR094W	PBY1
chrII	434406	435698	-1	YBR095C	RXT2
chrII	436951	441315	1	YBR097W	VPS15
chrII	441515	443590	1	YBR098W	MMS4
chrII	443821	444693	-1	YBR101C	FES1
chrII	445062	447323	-1	YBR102C	EXO84
chrII	447709	449316	1	YBR103W	SIF2
chrII	449667	450656	1	YBR104W	YMC2
chrII	450881	451969	-1	YBR105C	VID24
chrII	452658	453224	1	YBR106W	SND3
chrII	453793	454530	-1	YBR107C	IML3
chrII	454822	457665	1	YBR108W	AIM3
chrII	457919	458362	-1	YBR109C	CMD1
chrII	458872	460221	1	YBR110W	ALG1
chrII	461178	461873	-1	YBR111C	YSA1
chrII	462139	462579	1	YBR111W-A	SUS1
chrII	462870	465770	-1	YBR112C	CYC8
chrII	467248	469620	1	YBR114W	RAD16
chrII	469748	473926	-1	YBR115C	LYS2
chrII	474392	476437	-1	YBR117C	TKL2
chrII	477671	479047	1	YBR118W	TEF2
chrII	479338	480323	1	YBR119W	MUD1
chrII	480435	480923	-1	YBR120C	CBP6
chrII	481364	483367	-1	YBR121C	GRS1
chrII	483970	484503	-1	YBR122C	MRPL36
chrII	484742	486691	-1	YBR123C	TFC1
chrII	487199	488380	-1	YBR125C	PTC4
chrII	488905	490392	-1	YBR126C	TPS1
chrII	490850	491056	1	YBR126W-A	MEO1
chrII	491269	492822	-1	YBR127C	VMA2
chrII	493081	494115	-1	YBR128C	ATG14
chrII	494353	495339	-1	YBR129C	OPY1
chrII	495592	496869	-1	YBR130C	SHE3
chrII	497163	499277	1	YBR131W	CCZ1
chrII	499652	501442	-1	YBR132C	AGP2
chrII	501804	504287	-1	YBR133C	HSL7
chrII	504854	505306	1	YBR135W	CKS1
chrII	505668	512774	1	YBR136W	MEC1
chrII	513044	513583	1	YBR137W
chrII	515664	517190	1	YBR139W	ATG42
chrII	517350	526628	-1	YBR140C	IRA1
chrII	527025	528038	-1	YBR141C	BMT2
chrII	528317	530638	1	YBR142W	MAK5
chrII	530869	532182	-1	YBR143C	SUP45
chrII	533762	534817	1	YBR145W	ADH5
chrII	535260	536096	1	YBR146W	MRPS9
chrII	536575	537465	1	YBR147W	RTC2
chrII	537876	539705	1	YBR148W	YSW1
chrII	539987	541021	1	YBR149W	ARA1
chrII	541209	544493	-1	YBR150C	TBS1
chrII	545028	545978	1	YBR151W	APD1
chrII	546376	547251	1	YBR152W	SPP381
chrII	547460	548194	1	YBR153W	RIB7
chrII	548362	549009	-1	YBR154C	RPB5
chrII	549771	550928	1	YBR155W	CNS1
chrII	551104	553200	-1	YBR156C	SLI15
chrII	553543	554310	-1	YBR157C	ICS2
chrII	556549	558198	1	YBR158W	AMN1
chrII	558685	559728	1	YBR159W	IFA38
chrII	560078	560974	1	YBR160W	CDC28
chrII	561634	562764	1	YBR161W	CSH1
chrII	563203	564570	-1	YBR162C	TOS1
chrII	565231	565428	1	YBR162W-A	YSY6
chrII	565723	567480	1	YBR163W	EXO5
chrII	567875	568426	-1	YBR164C	ARL1
chrII	568852	569685	1	YBR165W	UBS1
chrII	569842	571200	-1	YBR166C	TYR1
chrII	571468	571890	-1	YBR167C	POP7
chrII	572371	573612	1	YBR168W	PEX32
chrII	573915	575996	-1	YBR169C	SSE2
chrII	576344	578086	-1	YBR170C	NPL4
chrII	578364	578984	1	YBR171W	SEC66
chrII	579150	581372	-1	YBR172C	SMY2
chrII	581726	582172	-1	YBR173C	UMP1
chrII	582408	583355	1	YBR175W	SWD3
chrII	583720	584658	1	YBR176W	ECM31
chrII	584807	586162	-1	YBR177C	EHT1
chrII	586547	589114	-1	YBR179C	FZO1
chrII	589741	591459	1	YBR180W	DTR1
chrII	591712	592774	-1	YBR181C	RPS6B
chrII	593506	594864	-1	YBR182C	SMP1
chrII	596115	597065	1	YBR183W	YPC1
chrII	599123	599959	-1	YBR185C	MBA1
chrII	600553	602360	1	YBR186W	PCH2
chrII	602634	603476	1	YBR187W	GDT1
chrII	603685	604107	-1	YBR188C	NTC20
chrII	604508	605508	1	YBR189W	RPS9B
chrII	606270	607140	1	YBR191W	RPL21A
chrII	607652	608785	1	YBR192W	RIM2
chrII	609082	609753	-1	YBR193C	MED8
chrII	610038	610409	1	YBR194W	AIM4
chrII	610614	611882	-1	YBR195C	MSI1
chrII	612236	613900	-1	YBR196C	PGI1
chrII	615203	615856	-1	YBR197C
chrII	616127	618523	-1	YBR198C	TAF5
chrII	618909	620303	1	YBR199W	KTR4
chrII	620872	622527	1	YBR200W	BEM1
chrII	623576	624211	1	YBR201W	DER1
chrII	625772	628309	1	YBR202W	MCM7
chrII	629168	631942	1	YBR203W	COS111
chrII	632254	633381	-1	YBR204C	LDH1
chrII	633622	634836	1	YBR205W	KTR3
chrII	635146	636543	1	YBR207W	FTH1
chrII	636703	642210	-1	YBR208C	DUR1,2
chrII	645550	645978	1	YBR210W	ERV15
chrII	646158	647132	-1	YBR211C	AME1
chrII	647886	649904	1	YBR212W	NGR1
chrII	650368	651192	1	YBR213W	MET8
chrII	651415	652998	1	YBR214W	SDS24
chrII	653356	655317	1	YBR215W	HPC2
chrII	655576	657600	-1	YBR216C	YBP1
chrII	657832	658392	1	YBR217W	ATG12
chrII	658707	662249	-1	YBR218C	PYC2
chrII	665153	666253	-1	YBR221C	PDB1
chrII	666720	668351	-1	YBR222C	PCS60
chrII	668663	670297	-1	YBR223C	TDP1
chrII	673572	675134	-1	YBR227C	MCX1
chrII	675313	676227	1	YBR228W	SLX1
chrII	676357	679221	-1	YBR229C	ROT2
chrII	679549	680050	-1	YBR230C	OM14
chrII	682179	683090	-1	YBR231C	SWC5
chrII	683428	684669	1	YBR233W	PBP2
chrII	684977	685261	1	YBR233W-A	DAD3
chrII	685438	686592	-1	YBR234C	ARC40
chrII	686901	690263	1	YBR235W	VHC1
chrII	690383	691693	-1	YBR236C	ABD1
chrII	691969	694518	1	YBR237W	PRP5
chrII	695107	697302	-1	YBR238C
chrII	698354	699943	-1	YBR239C	ERT1
chrII	700490	701842	-1	YBR240C	THI2
chrII	705447	706793	-1	YBR243C	ALG7
chrII	707528	708016	1	YBR244W	GPX2
chrII	708150	711539	-1	YBR245C	ISW1
chrII	711591	712754	1	YBR246W	RRT2
chrII	713004	714455	-1	YBR247C	ENP1
chrII	714807	716465	-1	YBR248C	HIS7
chrII	716882	717994	-1	YBR249C	ARO4
chrII	719033	720604	1	YBR250W	SPO23
chrII	721390	722313	1	YBR251W	MRPS5
chrII	722611	723054	1	YBR252W	DUT1
chrII	723270	723635	1	YBR253W	SRB6
chrII	723736	724263	-1	YBR254C	TRS20
chrII	724456	726540	1	YBR255W	MTC4
chrII	727386	728102	-1	YBR256C	RIB5
chrII	728885	729724	1	YBR257W	POP4
chrII	729734	730162	-1	YBR258C	SHG1
chrII	730387	732453	1	YBR259W
chrII	732639	734639	-1	YBR260C	RGD1
chrII	734832	735530	-1	YBR261C	TAE1
chrII	735720	736040	-1	YBR262C	MIC12
chrII	736264	737736	1	YBR263W	SHM1
chrII	737770	738369	-1	YBR264C	YPT10
chrII	738582	739544	1	YBR265W	TSC10
chrII	739841	741022	1	YBR267W	REI1
chrII	741299	741616	1	YBR268W	MRPL37
chrII	742160	742576	-1	YBR269C	SDH8
chrII	742761	744398	-1	YBR270C	BIT2
chrII	744852	746111	1	YBR271W	EFM2
chrII	746361	747803	-1	YBR272C	HSM3
chrII	748061	749371	-1	YBR273C	UBX7
chrII	749594	751177	1	YBR274W	CHK1
chrII	751356	757106	-1	YBR275C	RIF1
chrII	757620	760043	-1	YBR276C	PPS1
chrII	760294	760899	1	YBR278W	DPB3
chrII	761257	762594	1	YBR279W	PAF1
chrII	762784	764697	-1	YBR280C	SAF1
chrII	764970	767606	-1	YBR281C	DUG2
chrII	768240	768680	1	YBR282W	MRPL27
chrII	768943	770415	-1	YBR283C	SSH1
chrII	774700	776313	1	YBR286W	APE3
chrII	778012	779463	-1	YBR288C	APM3
chrII	779667	782384	1	YBR289W	SNF5
chrII	782591	783556	1	YBR290W	BSD2
chrII	783673	784572	-1	YBR291C	CTP1
chrII	787006	788430	1	YBR293W	VBA2
chrII	789235	791814	1	YBR294W	SUL1
chrII	792849	796499	1	YBR295W	PCA1
chrII	796798	798522	-1	YBR296C	PHO89
chrII	800123	800242	-1	YBR296C-A	TYC1
chrII	800523	801929	1	YBR297W	MAL33
chrII	802631	804475	-1	YBR298C	MAL31
chrII	805351	807105	1	YBR299W	MAL32
chrII	809057	809419	1	YBR301W	PAU24
chrII	810340	811479	-1	YBR302C	COS2
chrIII	6479	8326	-1	YCL073C	GEX1
chrIII	9706	11082	1	YCL069W	VBA3
chrIII	12386	13018	-1	YCL067C	HMLALPHA2
chrIII	13282	13809	1	YCL066W	HMLALPHA1
chrIII	15798	16880	-1	YCL064C	CHA1
chrIII	17290	18561	1	YCL063W	VAC17
chrIII	18816	22106	-1	YCL061C	MRC1
chrIII	22429	23379	-1	YCL059C	KRR1
chrIII	23523	23981	-1	YCL058C	FYV5
chrIII	23584	23925	1	YCL058W-A	ADF1
chrIII	24032	24325	-1	YCL057C-A	MIC10
chrIII	24768	26906	1	YCL057W	PRD1
chrIII	26925	27359	-1	YCL056C	PEX34
chrIII	27929	28936	1	YCL055W	KAR4
chrIII	31449	33974	1	YCL054W	SPB1
chrIII	34143	35393	-1	YCL052C	PBN1
chrIII	35865	37616	1	YCL051W	LRE1
chrIII	37836	38801	-1	YCL050C	APA1
chrIII	42165	43556	1	YCL048W	SPS22
chrIII	43661	44437	-1	YCL047C	POF1
chrIII	44623	46905	-1	YCL045C	EMC1
chrIII	47111	48364	-1	YCL044C	MGR1
chrIII	48653	50221	-1	YCL043C	PDI1
chrIII	50838	52340	1	YCL040W	GLK1
chrIII	52645	54882	1	YCL039W	GID7
chrIII	54941	56527	-1	YCL038C	ATG22
chrIII	57374	58678	-1	YCL037C	SRO9
chrIII	59026	60726	1	YCL036W	GFD2
chrIII	60841	61173	-1	YCL035C	GRX1
chrIII	61658	62722	1	YCL034W	LSB5
chrIII	62776	63282	-1	YCL033C	MXR2
chrIII	63441	64481	1	YCL032W	STE50
chrIII	64675	65568	-1	YCL031C	RRP7
chrIII	65934	68333	-1	YCL030C	HIS4
chrIII	68599	69921	-1	YCL029C	BIK1
chrIII	70150	71367	1	YCL028W	RNQ1
chrIII	71803	73341	1	YCL027W	FUS1
chrIII	73405	73986	-1	YCL026C-B	HBN1
chrIII	74704	75285	-1	YCL026C-A	FRM2
chrIII	76018	77919	-1	YCL025C	AGP1
chrIII	79162	82275	1	YCL024W	KCC4
chrIII	91324	92418	1	YCL018W	LEU2
chrIII	92777	94270	-1	YCL017C	NFS1
chrIII	94621	95763	-1	YCL016C	DCC1
chrIII	96281	101191	1	YCL014W	BUD3
chrIII	101317	101788	-1	YCL012C
chrIII	102075	103358	-1	YCL011C	GBP2
chrIII	103571	104350	-1	YCL010C	SGF29
chrIII	104619	105548	-1	YCL009C	ILV6
chrIII	105696	106853	-1	YCL008C	STP22
chrIII	107023	107417	1	YCL005W-A	VMA9
chrIII	108021	108791	1	YCL005W	LDB16
chrIII	109105	110670	1	YCL004W	PGS1
chrIII	111916	112482	1	YCL001W	RER1
chrIII	117380	118348	-1	YCR002C	CDC10
chrIII	118620	119171	1	YCR003W	MRPL32
chrIII	119575	120318	-1	YCR004C	YCP4
chrIII	120946	122328	-1	YCR005C	CIT2
chrIII	128470	130281	1	YCR008W	SAT4
chrIII	130745	131542	-1	YCR009C	RVS161
chrIII	132273	133124	-1	YCR010C	ADY2
chrIII	133724	136873	-1	YCR011C	ADP1
chrIII	137746	138996	1	YCR012W	PGK1
chrIII	139185	140933	-1	YCR014C	POL4
chrIII	141217	142170	-1	YCR015C	CTO1
chrIII	144773	147634	-1	YCR017C	CWH43
chrIII	148238	148903	-1	YCR018C	SRD1
chrIII	152837	153928	1	YCR019W	MAK32
chrIII	154012	154659	-1	YCR020C	PET18
chrIII	154830	155096	-1	YCR020C-A	MAK31
chrIII	155320	155556	1	YCR020W-B	HTL1
chrIII	156109	157107	-1	YCR021C	HSP30
chrIII	158538	160373	-1	YCR023C
chrIII	160744	162222	-1	YCR024C	SLM5
chrIII	162945	163067	-1	YCR024C-A	PMP1
chrIII	164111	166339	-1	YCR026C	NPP1
chrIII	167370	167999	-1	YCR027C	RHB1
chrIII	170886	172424	-1	YCR028C	FEN2
chrIII	172950	173440	-1	YCR028C-A	RIM1
chrIII	173826	176438	-1	YCR030C	SYP1
chrIII	177500	178220	-1	YCR031C	RPS14A
chrIII	179520	186023	1	YCR032W	BPH1
chrIII	186489	190169	1	YCR033W	SNT1
chrIII	190592	191635	1	YCR034W	ELO2
chrIII	191834	193018	-1	YCR035C	RRP43
chrIII	193297	194298	1	YCR036W	RBK1
chrIII	194414	197185	-1	YCR037C	PHO87
chrIII	197621	199549	-1	YCR038C	BUD5
chrIII	199546	200178	-1	YCR039C	MATALPHA2
chrIII	200442	200969	1	YCR040W	MATALPHA1
chrIII	200911	201243	1	YCR041W
chrIII	201174	205397	-1	YCR042C	TAF2
chrIII	206877	207950	-1	YCR044C	PER1
chrIII	208135	209610	-1	YCR045C	RRT12
chrIII	209914	210423	-1	YCR046C	IMG1
chrIII	210718	211545	-1	YCR047C	BUD23
chrIII	211929	213761	1	YCR048W	ARE1
chrIII	214994	216445	1	YCR052W	RSC6
chrIII	216697	218241	1	YCR053W	THR4
chrIII	218376	220067	-1	YCR054C	CTR86
chrIII	220457	223228	-1	YCR057C	PWP2
chrIII	223454	224230	-1	YCR059C	YIH1
chrIII	224399	224734	1	YCR060W	TAH1
chrIII	228318	228791	1	YCR063W	BUD31
chrIII	229310	231004	1	YCR065W	HCM1
chrIII	231500	232963	1	YCR066W	RAD18
chrIII	233125	236322	-1	YCR067C	SED4
chrIII	237214	238776	1	YCR068W	ATG15
chrIII	239055	240011	1	YCR069W	CPR4
chrIII	240103	240543	-1	YCR071C	IMG2
chrIII	240805	242352	-1	YCR072C	RSA4
chrIII	242588	246583	-1	YCR073C	SSK22
chrIII	246963	247910	1	YCR073W-A	SOL2
chrIII	248033	248815	-1	YCR075C	ERS1
chrIII	248975	249202	1	YCR075W-A	EGO2
chrIII	249293	250045	-1	YCR076C	FUB1
chrIII	250238	252628	-1	YCR077C	PAT1
chrIII	252845	254173	1	YCR079W	PTC6
chrIII	254371	258654	1	YCR081W	SRB8
chrIII	258883	259269	1	YCR082W	AHC2
chrIII	259578	259961	1	YCR083W	TRX3
chrIII	260311	262452	-1	YCR084C	TUP1
chrIII	263392	263964	1	YCR086W	CSM1
chrIII	265068	266846	1	YCR088W	ABP1
chrIII	267434	272263	1	YCR089W	FIG2
chrIII	274404	276566	1	YCR091W	KIN82
chrIII	276764	279820	-1	YCR092C	MSH3
chrIII	280117	286443	1	YCR093W	CDC39
chrIII	286762	287937	1	YCR094W	CDC50
chrIII	293179	293538	-1	YCR096C	HMRA2
chrIII	293835	294321	1	YCR097W	HMRA1
chrIII	297049	298605	-1	YCR098C	GIT1
chrIII	307801	308175	1	YCR104W	PAU3
chrIII	309070	310155	1	YCR105W	ADH7
chrIII	310958	313456	1	YCR106W	RDS1
chrIII	313890	314981	1	YCR107W	AAD3
chrIV	1802	2953	1	YDL248W	COS7
chrIV	5985	7814	1	YDL247W	MPH2
chrIV	8683	9756	-1	YDL246C	SOR2
chrIV	11657	13360	-1	YDL245C	HXT15
chrIV	16204	17226	1	YDL244W	THI13
chrIV	17577	18566	-1	YDL243C	AAD4
chrIV	22823	25876	1	YDL240W	LRG1
chrIV	26403	28775	-1	YDL239C	ADY3
chrIV	28985	30454	-1	YDL238C	GUD1
chrIV	30657	31829	1	YDL237W	AIM6
chrIV	32296	33234	1	YDL236W	PHO13
chrIV	33415	33918	-1	YDL235C	YPD1
chrIV	34237	36477	-1	YDL234C	GYP7
chrIV	38487	38597	1	YDL232W	OST4
chrIV	38867	42244	-1	YDL231C	BRE4
chrIV	42700	43707	1	YDL230W	PTP1
